Date,Year,Month,Month_Name,Day,Weekday,Quarter,Mode,Category,Category_Code,Subcategory,Note,Amount,Transaction_Type,Transaction_Type_Code
2016-01-31,2016,1,January,31,Sunday,1,Saving Bank Account 1,Money Transfer,30,Unknown,Unknown,10000.0,Expense,0
2016-03-10,2016,3,March,10,Thursday,1,Saving Bank Account 1,Investment,26,Mutual fund,Mutual fund C,1000.0,Expense,0
2017-01-07,2017,1,January,7,Saturday,1,Cash,Transportation,48,auto,Current Residence to hotel on highway,50.0,Expense,0
2018-07-21,2018,7,July,21,Saturday,3,Saving Bank Account 1,Food,18,snacks,2 Bhajipav + 2 vadapav,60.0,Expense,0
2017-10-22,2017,10,October,22,Sunday,4,Cash,Transportation,48,auto,Current Residence to Place 1 bus stop highway,50.0,Expense,0
2016-06-18,2016,6,June,18,Saturday,2,Cash,Other,31,Unknown,flour mill,38.0,Expense,0
2017-08-31,2017,8,August,31,Thursday,3,Cash,Household,24,Toiletries,Odonil,60.0,Expense,0
2018-04-15,2018,4,April,15,Sunday,2,Cash,Food,18,Lunch,Catering Service,70.0,Expense,0
2017-09-01,2017,9,September,1,Friday,3,Saving Bank Account 1,Recurring Deposit,34,Unknown,Unknown,1000.0,Transfer-Out,2
2017-12-29,2017,12,December,29,Friday,4,Cash,Household,24,Kirana,Unknown,182.0,Expense,0
2017-11-14,2017,11,November,14,Tuesday,4,Saving Bank Account 1,Food,18,Grocery,vegetables,160.0,Expense,0
2017-02-03,2017,2,February,3,Friday,1,Saving Bank Account 1,Subscription,45,Edtech Course,Unknown,2700.1,Expense,0
2017-09-11,2017,9,September,11,Monday,3,Cash,Transportation,48,auto,2 Current Residence to Place 0,30.0,Expense,0
2017-06-20,2017,6,June,20,Tuesday,2,Saving Bank Account 1,Gift,20,Unknown,Cupcake mould,250.0,Expense,0
2015-12-01,2015,12,December,1,Tuesday,4,Saving Bank Account 1,Money Transfer,30,Unknown,Unknown,50000.0,Expense,0
2018-07-15,2018,7,July,15,Sunday,3,Cash,Food,18,vegetables,Unknown,500.0,Expense,0
2018-06-26,2018,6,June,26,Tuesday,2,Credit Card,Household,24,Kirana,Supermart,1990.0,Expense,0
2016-05-17,2016,5,May,17,Tuesday,2,Saving Bank Account 1,Investment,26,LIC,Life Insurance,11286.0,Expense,0
2016-03-06,2016,3,March,6,Sunday,1,Saving Bank Account 1,Subscription,45,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,0
2015-07-01,2015,7,July,1,Wednesday,3,Saving Bank Account 1,Maid,28,Unknown,Unknown,333.0,Expense,0
2017-02-05,2017,2,February,5,Sunday,1,Saving Bank Account 1,Equity Mutual Fund A,9,Unknown,Unknown,1000.0,Transfer-Out,2
2017-05-06,2017,5,May,6,Saturday,2,Cash,Food,18,Dinner,5 chapati,25.0,Expense,0
2018-09-05,2018,9,September,5,Wednesday,3,Cash,Food,18,snacks,Chinese Bhel,30.0,Expense,0
2017-12-19,2017,12,December,19,Tuesday,4,Cash,Transportation,48,Train,Place 0 to WS return,10.0,Expense,0
2017-07-17,2017,7,July,17,Monday,3,Cash,Transportation,48,auto,2 Place 0 to Current Residence,30.0,Expense,0
2017-05-03,2017,5,May,3,Wednesday,2,Saving Bank Account 1,Household,24,Kitchen,Gas stove elica 3 burner,8825.0,Expense,0
2017-10-29,2017,10,October,29,Sunday,4,Credit Card,Subscription,45,Hotstar,subscription 1yr,795.49,Expense,0
2016-08-07,2016,8,August,7,Sunday,3,Saving Bank Account 1,Investment,26,Mutual fund,Unknown,1000.0,Expense,0
2018-09-13,2018,9,September,13,Thursday,3,Saving Bank Account 1,Small Cap Fund 2,43,Unknown,Unknown,5000.0,Transfer-Out,2
2017-01-16,2017,1,January,16,Monday,1,Saving Bank Account 1,Other,31,Unknown,adhar pvc card order,50.0,Expense,0
2015-02-28,2015,2,February,28,Saturday,1,Cash,Food,18,Milk,Unknown,26.0,Expense,0
2017-02-06,2017,2,February,6,Monday,1,Saving Bank Account 1,Food,18,Grocery,jira + toast pav kilo,110.0,Expense,0
2017-05-23,2017,5,May,23,Tuesday,2,Saving Bank Account 1,Food,18,snacks,Gupta bhel,25.0,Expense,0
2017-12-03,2017,12,December,3,Sunday,4,Cash,Food,18,snacks,Shev Puri,30.0,Expense,0
2018-01-14,2018,1,January,14,Sunday,1,Cash,Transportation,48,auto,Current Residence to Place 0,15.0,Expense,0
2015-02-23,2015,2,February,23,Monday,1,Cash,Transportation,48,Train,Place 0 to Bandra,20.0,Expense,0
2018-07-20,2018,7,July,20,Friday,3,Cash,Food,18,Potato,potato 1kg,25.0,Expense,0
2017-11-11,2017,11,November,11,Saturday,4,Saving Bank Account 1,Food,18,Milk,Half lit  milk,26.0,Expense,0
2018-04-29,2018,4,April,29,Sunday,2,Saving Bank Account 1,Salary,36,Unknown,From workplace,65134.0,Income,1
2017-02-06,2017,2,February,6,Monday,1,Cash,Food,18,fruits,1 kg apple,140.0,Expense,0
2017-05-07,2017,5,May,7,Sunday,2,Saving Bank Account 1,Food,18,Dinner,Aloo mutter sabji,30.0,Expense,0
2017-06-01,2017,6,June,1,Thursday,2,Cash,Maid,28,Unknown,Unknown,1000.0,Expense,0
2015-01-31,2015,1,January,31,Saturday,1,Cash,Food,18,Unknown,bhindi,40.0,Expense,0
2018-09-11,2018,9,September,11,Tuesday,3,Saving Bank Account 1,Other,31,Unknown,From Family,3500.0,Income,1
2016-05-22,2016,5,May,22,Sunday,2,Cash,Transportation,48,auto,Permanent Residence to nearby hospital,40.0,Expense,0
2018-06-27,2018,6,June,27,Wednesday,2,Share Market Trading,Saving Bank Account 1,37,Unknown,Refund,2549.59,Transfer-Out,2
2016-07-05,2016,7,July,5,Tuesday,3,Saving Bank Account 1,Investment,26,Mutual fund,Mutual fund A,1000.0,Expense,0
2016-10-09,2016,10,October,9,Sunday,4,Saving Bank Account 1,Family,15,misc,scratch guard ipad,249.0,Expense,0
2017-07-08,2017,7,July,8,Saturday,3,Saving Bank Account 1,Food,18,Grocery,Pizza base packet - Patil dairy,30.0,Expense,0
2017-02-27,2017,2,February,27,Monday,1,Cash,Transportation,48,Train,2 TB return,40.0,Expense,0
2015-01-01,2015,1,January,1,Thursday,1,Cash,Transportation,48,Unknown,share jeep - Place T top to base,20.0,Expense,0
2017-11-01,2017,11,November,1,Wednesday,4,Saving Bank Account 1,Subscription,45,Mobile Service Provider,Mobile Service Provider freedom pack,296.0,Expense,0
2018-02-17,2018,2,February,17,Saturday,1,Cash,Transportation,48,Bike,Mall parking,20.0,Expense,0
2018-01-22,2018,1,January,22,Monday,1,Saving Bank Account 1,Health,23,Medicine,Cough-sills 4 pcs + sinarest 3 pcs,30.0,Expense,0
2018-06-30,2018,6,June,30,Saturday,2,Saving Bank Account 1,Salary,36,Unknown,From workplace,65122.0,Income,1
2017-06-03,2017,6,June,3,Saturday,2,Saving Bank Account 1,Subscription,45,Edtech Course,Unknown,2700.1,Expense,0
2018-05-10,2018,5,May,10,Thursday,2,Saving Bank Account 1,Food,18,Ice cream,2 Faluda,80.0,Expense,0
2017-09-21,2017,9,September,21,Thursday,3,Cash,Food,18,Tea,Unknown,10.0,Expense,0
2016-12-13,2016,12,December,13,Tuesday,4,Cash,Other,31,Unknown,kalnirnay calender,35.0,Expense,0
2016-02-26,2016,2,February,26,Friday,1,Saving Bank Account 1,Money Transfer,30,Unknown,Unknown,10000.0,Expense,0
2017-07-29,2017,7,July,29,Saturday,3,Saving Bank Account 1,Transportation,48,auto,ola auto - Current Residence to hospital Place 6,97.0,Expense,0
2018-02-05,2018,2,February,5,Monday,1,Saving Bank Account 1,Food,18,Biscuits,Khari packet,45.0,Expense,0
2018-07-08,2018,7,July,8,Sunday,3,Cash,Health,23,Hospital,Hospital consultation,500.0,Expense,0
2018-03-22,2018,3,March,22,Thursday,1,Saving Bank Account 1,Household,24,Kirana,Supermart,153.0,Expense,0
2017-09-30,2017,9,September,30,Saturday,3,Saving Bank Account 1,Health,23,Medicine,Candid dusting powder,59.0,Expense,0
2017-02-28,2017,2,February,28,Tuesday,1,Cash,Food,18,Tea,Unknown,10.0,Expense,0
2018-03-05,2018,3,March,5,Monday,1,Credit Card,Household,24,Kirana,Smart point,972.0,Expense,0
2017-03-10,2017,3,March,10,Friday,1,Saving Bank Account 1,Recurring Deposit,34,Unknown,Unknown,1000.0,Transfer-Out,2
2017-02-28,2017,2,February,28,Tuesday,1,Cash,Transportation,48,Train,2 Santacruz return,80.0,Expense,0
2018-02-04,2018,2,February,4,Sunday,1,Saving Bank Account 1,Food,18,Milk,Half lit  milk,35.0,Expense,0
2017-07-01,2017,7,July,1,Saturday,3,Saving Bank Account 1,Saving Bank Account 2,38,Unknown,Unknown,100.0,Transfer-Out,2
2018-04-01,2018,4,April,1,Sunday,2,Saving Bank Account 1,Other,31,Unknown,ATM charge,5.9,Expense,0
2018-01-29,2018,1,January,29,Monday,1,Saving Bank Account 1,Food,18,Milk,1 lit,69.0,Expense,0
2015-03-14,2015,3,March,14,Saturday,1,Cash,Apparel,1,Laundry,ironing,40.0,Expense,0
2017-02-28,2017,2,February,28,Tuesday,1,Saving Bank Account 1,Food,18,Dinner,At restaurant,2421.0,Expense,0
2015-05-02,2015,5,May,2,Saturday,2,Cash,Food,18,Milk,milk half shakti,28.0,Expense,0
2017-11-15,2017,11,November,15,Wednesday,4,Credit Card,Food,18,Dinner,Home Food Delivery,524.0,Expense,0
2015-02-10,2015,2,February,10,Tuesday,1,Cash,Food,18,Unknown,grocery,60.0,Expense,0
2017-08-31,2017,8,August,31,Thursday,3,Saving Bank Account 2,Other,31,Unknown,Sms charges + GST,17.7,Expense,0
2017-06-11,2017,6,June,11,Sunday,2,Saving Bank Account 1,Food,18,Milk,milk 1lit,64.0,Expense,0
2017-02-28,2017,2,February,28,Tuesday,1,Cash,Transportation,48,Taxi,within city,40.0,Expense,0
2018-01-03,2018,1,January,3,Wednesday,1,Saving Bank Account 1,Food,18,Eggs,6 eggs,40.0,Expense,0
2015-07-07,2015,7,July,7,Tuesday,3,Saving Bank Account 1,Investment,26,Mutual fund,reliance mutual fund,1000.0,Expense,0
2018-07-14,2018,7,July,14,Saturday,3,Saving Bank Account 1,Other,31,Unknown,CA  - income tax filing,2000.0,Expense,0
2015-10-02,2015,10,October,2,Friday,4,Saving Bank Account 1,Food,18,beverage,cold coffee,420.0,Expense,0
2016-12-13,2016,12,December,13,Tuesday,4,Cash,Household,24,Toiletries,oralB toothbrush with cap,25.0,Expense,0
2018-03-22,2018,3,March,22,Thursday,1,Cash,Food,18,snacks,Potato chips,150.0,Expense,0
2017-11-23,2017,11,November,23,Thursday,4,Cash,Food,18,Grocery,Dahi + remaining balance,17.0,Expense,0
2018-01-15,2018,1,January,15,Monday,1,Credit Card,Food,18,Sweets,Chitale Srikhand,284.0,Expense,0
2017-05-22,2017,5,May,22,Monday,2,Saving Bank Account 1,Food,18,flour mill,M D sure 2kg atta,88.0,Expense,0
2018-05-08,2018,5,May,8,Tuesday,2,Saving Bank Account 1,Food,18,Milk,milk 1lit,72.0,Expense,0
2018-03-31,2018,3,March,31,Saturday,1,Cash,Transportation,48,Train,Place 0 to Sion returns,30.0,Expense,0
2018-08-05,2018,8,August,5,Sunday,3,Credit Card,Apparel,1,Clothing,For Family,3410.0,Expense,0
2016-06-05,2016,6,June,5,Sunday,2,Saving Bank Account 1,Investment,26,RD,Unknown,1000.0,Expense,0
2015-01-12,2015,1,January,12,Monday,1,Cash,Transportation,48,Unknown,bus - Chinchwad to kala,175.0,Expense,0
2018-07-20,2018,7,July,20,Friday,3,Saving Bank Account 1,Transportation,48,Taxi,Ola cab - eye institute to Current Residence CHS,155.0,Expense,0
2017-03-22,2017,3,March,22,Wednesday,1,Cash,Transportation,48,auto,2 Current Residence to Place 0,30.0,Expense,0
2017-02-24,2017,2,February,24,Friday,1,Cash,Food,18,Grocery,milk 1 lit + butter milk,75.0,Expense,0
2017-05-01,2017,5,May,1,Monday,2,Cash,Maid,28,Unknown,Unknown,1000.0,Expense,0
2015-03-24,2015,3,March,24,Tuesday,1,Cash,Food,18,Milk,Unknown,26.0,Expense,0
2015-10-18,2015,10,October,18,Sunday,4,Cash,Money Transfer,30,Unknown,Unknown,2000.0,Expense,0
2016-08-01,2016,8,August,1,Monday,3,Saving Bank Account 1,Investment,26,Public Provident Fund,Unknown,10000.0,Expense,0
2017-12-14,2017,12,December,14,Thursday,4,Saving Bank Account 1,Petty Cash,32,Unknown,From Family,3000.0,Income,1
2017-05-24,2017,5,May,24,Wednesday,2,Saving Bank Account 1,Food,18,Milk,milk 1lit,64.0,Expense,0
2017-01-03,2017,1,January,3,Tuesday,1,Cash,Food,18,Grocery,fruits and vegetables,140.0,Expense,0
2018-05-15,2018,5,May,15,Tuesday,2,Cash,Transportation,48,auto,Permanent Residence to GH road,50.0,Expense,0
2015-10-28,2015,10,October,28,Wednesday,4,Saving Bank Account 1,Gift,20,Unknown,to Family,1000.0,Expense,0
2016-04-01,2016,4,April,1,Friday,2,Saving Bank Account 1,Money Transfer,30,Unknown,Unknown,10000.0,Expense,0
2017-05-09,2017,5,May,9,Tuesday,2,Saving Bank Account 1,Food,18,Lunch,Chana masala 30 + 3 chapati,45.0,Expense,0
2017-10-02,2017,10,October,2,Monday,4,Cash,Maid,28,Unknown,Unknown,2000.0,Expense,0
2017-03-07,2017,3,March,7,Tuesday,1,Cash,Food,18,fruits,1 kg apple + grapes 0.5 kg,190.0,Expense,0
2017-05-22,2017,5,May,22,Monday,2,Saving Bank Account 1,Household,24,Appliances,3 pin Holder,50.0,Expense,0
2015-11-07,2015,11,November,7,Saturday,4,Saving Bank Account 1,Other,31,Unknown,Mobile Service Provider recharge wfh,251.0,Expense,0
2016-06-30,2016,6,June,30,Thursday,2,Saving Bank Account 1,Salary,36,Unknown,From workplace,51544.0,Income,1
2017-03-12,2017,3,March,12,Sunday,1,Cash,Culture,5,Movie,2 Batman tickets,440.0,Expense,0
2018-04-07,2018,4,April,7,Saturday,2,Saving Bank Account 1,Equity Mutual Fund E,13,Unknown,Unknown,1000.0,Transfer-Out,2
2018-04-23,2018,4,April,23,Monday,2,Cash,Maid,28,Unknown,Unknown,500.0,Expense,0
2016-12-31,2016,12,December,31,Saturday,4,Saving Bank Account 1,Food,18,Dinner,1 chicken shawarma + 1 chicken lollipop - 1 veg cheese burger,375.0,Expense,0
2015-03-02,2015,3,March,2,Monday,1,Cash,Food,18,Lunch,canteen lunch,25.0,Expense,0
2017-07-29,2017,7,July,29,Saturday,3,Saving Bank Account 1,Food,18,Milk,milk 1lit,64.0,Expense,0
2017-04-17,2017,4,April,17,Monday,2,Saving Bank Account 1,Food,18,Dinner,"The X restaurant, Place 1",1076.0,Expense,0
2017-10-06,2017,10,October,6,Friday,4,Saving Bank Account 1,Health,23,Medicine,Unknown,468.0,Expense,0
2017-11-28,2017,11,November,28,Tuesday,4,Saving Bank Account 1,Food,18,Eggs,6 eggs,42.0,Expense,0
2017-01-11,2017,1,January,11,Wednesday,1,Cash,Food,18,Grocery,3 chips packets + bread,45.0,Expense,0
2018-04-26,2018,4,April,26,Thursday,2,Saving Bank Account 1,Food,18,Milk,milk 1lit,72.0,Expense,0
2017-05-16,2017,5,May,16,Tuesday,2,Cash,Food,18,Tea,Unknown,5.0,Expense,0
2018-04-30,2018,4,April,30,Monday,2,Cash,Food,18,Milk,milk 1lit,72.0,Expense,0
2016-07-12,2016,7,July,12,Tuesday,3,Saving Bank Account 1,Investment,26,Mutual fund,Mutual fund C,1000.0,Expense,0
2018-09-12,2018,9,September,12,Wednesday,3,Credit Card,Subscription,45,Mobile Service Provider,Data booster pack,667.0,Expense,0
2017-10-17,2017,10,October,17,Tuesday,4,Saving Bank Account 1,Petty Cash,32,Unknown,From Family,3000.0,Income,1
2018-07-04,2018,7,July,4,Wednesday,3,Cash,Family,15,Pocket money,Unknown,350.0,Expense,0
2018-05-22,2018,5,May,22,Tuesday,2,Saving Bank Account 1,Life Insurance,27,Unknown,Unknown,11043.0,Transfer-Out,2
2016-11-28,2016,11,November,28,Monday,4,Cash,Other,31,Unknown,flour mill,8.0,Expense,0
2017-12-26,2017,12,December,26,Tuesday,4,Credit Card,Subscription,45,Newspaper,"ET Prime (1+1) till 24 Dec,2024",1749.0,Expense,0
2017-10-10,2017,10,October,10,Tuesday,4,Cash,Household,24,Kitchen,flour mill,14.0,Expense,0
2018-05-23,2018,5,May,23,Wednesday,2,Credit Card,Subscription,45,Tata Sky,Permanent Residence - Tata Play recharge,166.0,Expense,0
2017-11-10,2017,11,November,10,Friday,4,Saving Bank Account 1,Equity Mutual Fund F,14,Unknown,Unknown,1000.0,Transfer-Out,2
2018-07-16,2018,7,July,16,Monday,3,Cash,Food,18,snacks,7 kachori,84.0,Expense,0
2018-04-30,2018,4,April,30,Monday,2,Cash,Food,18,Biscuits,Toast packet,45.0,Expense,0
2018-01-05,2018,1,January,5,Friday,1,Equity Mutual Fund C,Maturity Amount,29,Unknown,Unknown,6049.0,Income,1
2016-03-20,2016,3,March,20,Sunday,1,Cash,Other,31,Unknown,print out,5.0,Expense,0
2016-12-21,2016,12,December,21,Wednesday,4,Saving Bank Account 1,Transportation,48,Travels,Place 2 to Place 1 - Novelty tour and travels,1900.0,Expense,0
2018-02-02,2018,2,February,2,Friday,1,Saving Bank Account 1,Share Market,41,Unknown,Unknown,2836.0,Transfer-Out,2
2018-07-15,2018,7,July,15,Sunday,3,Cash,Food,18,fruits,Unknown,30.0,Expense,0
2018-07-29,2018,7,July,29,Sunday,3,Cash,Transportation,48,auto,Current Residence to Place 0,15.0,Expense,0
2018-02-12,2018,2,February,12,Monday,1,Saving Bank Account 1,Food,18,Eggs,6 eggs,36.0,Expense,0
2018-06-25,2018,6,June,25,Monday,2,Credit Card,Household,24,Kirana,Smart point,2074.0,Expense,0
2017-12-15,2017,12,December,15,Friday,4,Cash,Food,18,Ice cream,chocobar,15.0,Expense,0
2015-03-11,2015,3,March,11,Wednesday,1,Cash,Food,18,Tea,Unknown,8.0,Expense,0
2015-11-10,2015,11,November,10,Tuesday,4,Saving Bank Account 1,Investment,26,Mutual fund,mutual fund,1000.0,Expense,0
2017-04-22,2017,4,April,22,Saturday,2,Saving Bank Account 1,Food,18,beverage,sugarcane juice,20.0,Expense,0
2018-04-28,2018,4,April,28,Saturday,2,Cash,Family,15,Pocket money,Unknown,500.0,Expense,0
2017-05-21,2017,5,May,21,Sunday,2,Cash,Transportation,48,Train,2 Place 0 to Place 4 return,30.0,Expense,0
2016-10-09,2016,10,October,9,Sunday,4,Saving Bank Account 1,Health,23,Medicine,Unknown,40.0,Expense,0
2017-04-01,2017,4,April,1,Saturday,2,Cash,Food,18,Grocery,Half kg potato,10.0,Expense,0
2017-02-15,2017,2,February,15,Wednesday,1,Saving Bank Account 1,Life Insurance,27,Unknown,Unknown,11286.0,Transfer-Out,2
2015-05-11,2015,5,May,11,Monday,2,Saving Bank Account 1,Recurring Deposit,34,Unknown,Unknown,1000.0,Expense,0
2017-12-17,2017,12,December,17,Sunday,4,Credit Card,Food,18,Dinner,At restaurant,505.0,Expense,0
2017-11-09,2017,11,November,9,Thursday,4,Cash,Household,24,Toiletries,Colgate max fresh small,20.0,Expense,0
2018-06-30,2018,6,June,30,Saturday,2,Saving Bank Account 1,Dividend Earned On Shares,6,Unknown,Asian paints Stocks,43.0,Income,1
2016-10-25,2016,10,October,25,Tuesday,4,Cash,Food,18,snacks,egg roll,25.0,Expense,0
2018-01-30,2018,1,January,30,Tuesday,1,Saving Bank Account 1,Food,18,Grocery,Dahi 2 packets,20.0,Expense,0
2017-09-22,2017,9,September,22,Friday,3,Saving Bank Account 1,Equity Mutual Fund C,11,Unknown,Unknown,1000.0,Transfer-Out,2
2018-02-23,2018,2,February,23,Friday,1,Saving Bank Account 1,Food,18,Milk,1 lit,72.0,Expense,0
2016-12-28,2016,12,December,28,Wednesday,4,Saving Bank Account 1,Other,31,Unknown,specs,1780.0,Expense,0
2016-12-31,2016,12,December,31,Saturday,4,Saving Bank Account 1,Salary,36,Unknown,From workplace,56574.0,Income,1
2018-01-07,2018,1,January,7,Sunday,1,Cash,Food,18,Tea,2 cutting chai,20.0,Expense,0
2018-09-17,2018,9,September,17,Monday,3,Saving Bank Account 1,Subscription,45,Mobile Service Provider,Data booster pack,19.0,Expense,0
2017-01-03,2017,1,January,3,Tuesday,1,Cash,Transportation,48,auto,Current Residence to Place 0,30.0,Expense,0
2018-03-06,2018,3,March,6,Tuesday,1,Cash,Health,23,Medicine,Thyroid Tablets,172.0,Expense,0
2017-05-15,2017,5,May,15,Monday,2,Saving Bank Account 1,Food,18,breakfast,Poha 25+ tea 10,35.0,Expense,0
2018-09-15,2018,9,September,15,Saturday,3,Credit Card,Subscription,45,Tata Sky,Permanent Residence - Tata Play recharge,200.0,Expense,0
2016-06-12,2016,6,June,12,Sunday,2,Saving Bank Account 1,Subscription,45,Mobile Service Provider,Unknown,251.0,Expense,0
2015-07-19,2015,7,July,19,Sunday,3,Saving Bank Account 1,Other,31,Unknown,Mobile Service Provider recharge 365 days,2599.0,Expense,0
2018-02-05,2018,2,February,5,Monday,1,Cash,Family,15,Pocket money,Unknown,500.0,Expense,0
2018-06-24,2018,6,June,24,Sunday,2,Credit Card,Health,23,Health,Suppliemnts,211.75,Expense,0
2017-08-12,2017,8,August,12,Saturday,3,Saving Bank Account 1,Transportation,48,Travels,2 Place 2 to Place 1 - Shree Sharma Travels,1665.0,Expense,0
2018-02-08,2018,2,February,8,Thursday,1,Saving Bank Account 1,Food,18,snacks,Shev Puri,35.0,Expense,0
2018-06-13,2018,6,June,13,Wednesday,2,Saving Bank Account 1,Small Cap Fund 1,42,Unknown,Unknown,5000.0,Transfer-Out,2
2017-10-13,2017,10,October,13,Friday,4,Cash,Family,15,Pocket money,Unknown,70.0,Expense,0
2016-12-11,2016,12,December,11,Sunday,4,Cash,Health,23,Hospital,Doctor Fees,200.0,Expense,0
2017-07-17,2017,7,July,17,Monday,3,Credit Card,Food,18,Lunch,1 dal makhani rice(200)+ 1 chicken tikka rice(220)+chocolate pastry (120),540.0,Expense,0
2016-12-10,2016,12,December,10,Saturday,4,Saving Bank Account 1,Recurring Deposit,34,Unknown,Unknown,1000.0,Expense,0
2017-02-10,2017,2,February,10,Friday,1,Saving Bank Account 1,Recurring Deposit,34,Unknown,Unknown,1000.0,Transfer-Out,2
2016-12-22,2016,12,December,22,Thursday,4,Saving Bank Account 1,Gift,20,Unknown,farewell contribution,285.0,Expense,0
2017-11-11,2017,11,November,11,Saturday,4,Saving Bank Account 1,Food,18,Eggs,6 eggs,39.0,Expense,0
2017-05-08,2017,5,May,8,Monday,2,Saving Bank Account 1,Food,18,Dinner,Egg fry + chicken lollypop,191.0,Expense,0
2015-01-31,2015,1,January,31,Saturday,1,Cash,Food,18,Unknown,bananas,20.0,Expense,0
2015-02-03,2015,2,February,3,Tuesday,1,Cash,Other,31,Unknown,shoe repair,100.0,Expense,0
2018-05-14,2018,5,May,14,Monday,2,Cash,Transportation,48,Train,2 Place 0 to Place 3,40.0,Expense,0
2018-01-04,2018,1,January,4,Thursday,1,Equity Mutual Fund D,Maturity Amount,29,Unknown,SIP Redemption,106875.0,Income,1
2016-12-13,2016,12,December,13,Tuesday,4,Saving Bank Account 1,Gift,20,Unknown,farewell contribution,350.0,Expense,0
2015-12-05,2015,12,December,5,Saturday,4,Cash,Other,31,Unknown,petrol,200.0,Expense,0
2015-02-28,2015,2,February,28,Saturday,1,Cash,Food,18,Lunch,chicken thali,55.0,Expense,0
2016-11-30,2016,11,November,30,Wednesday,4,Saving Bank Account 1,Bonus,3,Unknown,reward Gpay,5.0,Income,1
2018-05-01,2018,5,May,1,Tuesday,2,Equity Mutual Fund B,Saving Bank Account 1,37,Unknown,Unknown,2000.0,Transfer-Out,2
2017-03-31,2017,3,March,31,Friday,1,Cash,Food,18,Lunch,( pav bhaji + 2 extra pav + sabudana khichdi + kothimbir vada + masala bhat + piyush ),495.0,Expense,0
2017-05-15,2017,5,May,15,Monday,2,Saving Bank Account 1,Subscription,45,Newspaper,March 210 + April 170,380.0,Expense,0
2016-12-04,2016,12,December,4,Sunday,4,Cash,Food,18,vegetables,val + methi + lady finger,50.0,Expense,0
2017-12-25,2017,12,December,25,Monday,4,Saving Bank Account 1,Subscription,45,Mobile Service Provider,Data booster pack,181.0,Expense,0
2018-01-16,2018,1,January,16,Tuesday,1,Cash,Household,24,Kirana,Bhagar 1kg 130 + idli pith 1kg 35,165.0,Expense,0
2018-03-21,2018,3,March,21,Wednesday,1,Saving Bank Account 1,Food,18,snacks,2 kachori,24.0,Expense,0
2018-01-23,2018,1,January,23,Tuesday,1,Credit Card,Household,24,Kirana,Smart point,273.0,Expense,0
2015-01-05,2015,1,January,5,Monday,1,Cash,Other,31,Unknown,maid,333.0,Expense,0
2015-01-10,2015,1,January,10,Saturday,1,Cash,Food,18,Unknown,tea,20.0,Expense,0
2018-01-14,2018,1,January,14,Sunday,1,Cash,Transportation,48,auto,Decathlon to station,25.0,Expense,0
2016-12-29,2016,12,December,29,Thursday,4,Saving Bank Account 1,Gift,20,Unknown,Nokia 215 mobile for Aai,3195.0,Expense,0
2017-03-22,2017,3,March,22,Wednesday,1,Cash,Transportation,48,Train,2 Place 0 to WS returns,20.0,Expense,0
2017-01-29,2017,1,January,29,Sunday,1,Cash,Food,18,Milk,half liter buffalo,35.0,Expense,0
2018-06-24,2018,6,June,24,Sunday,2,Saving Bank Account 1,Food,18,Milk,milk 1lit,72.0,Expense,0
2017-01-22,2017,1,January,22,Sunday,1,Cash,Food,18,Grocery,Unknown,410.0,Expense,0
2017-07-11,2017,7,July,11,Tuesday,3,Saving Bank Account 1,Food,18,Ice cream,chocobar,15.0,Expense,0
2016-06-05,2016,6,June,5,Sunday,2,Cash,Food,18,Grocery,biscuits + medicine,68.0,Expense,0
2017-02-04,2017,2,February,4,Saturday,1,Saving Bank Account 1,Food,18,beverage,5 pouch of shreejal,60.0,Expense,0
2018-08-15,2018,8,August,15,Wednesday,3,Cash,Food,18,flour mill,M D sure 4kg atta,216.0,Expense,0
2016-02-27,2016,2,February,27,Saturday,1,Saving Bank Account 1,Subscription,45,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,0
2018-09-05,2018,9,September,5,Wednesday,3,Cash,Food,18,snacks,2 kachori,24.0,Expense,0
2017-06-19,2017,6,June,19,Monday,2,Cash,Food,18,flour mill,M D sure 3kg atta,141.0,Expense,0
2016-03-22,2016,3,March,22,Tuesday,1,Saving Bank Account 1,Subscription,45,Kindle unlimited,kindle unlimited,169.0,Expense,0
2018-07-13,2018,7,July,13,Friday,3,Credit Card,Health,23,Medicine,Cataract Medicine,1358.0,Expense,0
2018-02-11,2018,2,February,11,Sunday,1,Cash,Food,18,snacks,Vadapav,15.0,Expense,0
2017-11-18,2017,11,November,18,Saturday,4,Credit Card,Household,24,Kirana,Khobra + shengdana+ vim bar,242.0,Expense,0
2016-02-13,2016,2,February,13,Saturday,1,Saving Bank Account 1,Health,23,Health,hand gloves 4 pairs,80.0,Expense,0
2017-03-19,2017,3,March,19,Sunday,1,Saving Bank Account 1,Subscription,45,Mobile Service Provider,Mobile Service Provider freedom pack,296.0,Expense,0
2018-08-05,2018,8,August,5,Sunday,3,Cash,Family,15,Pocket money,Unknown,100.0,Expense,0
2017-06-08,2017,6,June,8,Thursday,2,Cash,Transportation,48,auto,2 Place 0 to Current Residence,30.0,Expense,0
2016-04-02,2016,4,April,2,Saturday,2,Cash,Other,31,Unknown,jeevan drop,30.0,Expense,0
2016-06-01,2016,6,June,1,Wednesday,2,Saving Bank Account 1,Investment,26,Public Provident Fund,Unknown,10000.0,Expense,0
