Date,Year,Month,Month_Name,Day,Weekday,Quarter,Transaction Description,Category,Category_Code,Amount,Type,Is_Income
2021-02-16,2021,2,February,16,Tuesday,1,network available mean share.,Rent,5,1274.45,Expense,0
2021-01-13,2021,1,January,13,Wednesday,1,remember nearly face feel.,Travel,8,1281.49,Expense,0
2023-05-05,2023,5,May,5,Friday,2,financial popular short like.,Shopping,7,1176.17,Expense,0
2023-06-19,2023,6,June,19,Monday,2,sell include himself produce.,Utilities,9,897.09,Expense,0
2022-04-29,2022,4,April,29,Friday,2,actually than modern season.,Health & Fitness,2,1159.17,Expense,0
2024-11-26,2024,11,November,26,Tuesday,4,eat tonight run leader.,Investment,3,4882.0,Income,1
2023-03-10,2023,3,March,10,Friday,1,finally shoulder land.,Rent,5,323.65,Expense,0
2024-03-15,2024,3,March,15,Friday,1,country approach.,Salary,6,1264.13,Expense,0
2022-01-03,2022,1,January,3,Monday,1,concern ability reduce.,Travel,8,1191.51,Expense,0
2021-09-16,2021,9,September,16,Thursday,3,white fire cause everybody.,Health & Fitness,2,1031.04,Expense,0
2023-06-25,2023,6,June,25,Sunday,2,eye something.,Food & Drink,1,1683.19,Expense,0
2020-01-05,2020,1,January,5,Sunday,1,information last everything thank serve.,Investment,3,2291.0,Income,1
2024-11-19,2024,11,November,19,Tuesday,4,bit need allow.,Salary,6,606.22,Expense,0
2021-07-24,2021,7,July,24,Saturday,3,never majority cell.,Rent,5,47.82,Expense,0
2021-02-09,2021,2,February,9,Tuesday,1,age war measure whom.,Travel,8,1173.27,Expense,0
2020-01-14,2020,1,January,14,Tuesday,1,benefit suggest page southern.,Shopping,7,448.68,Expense,0
2023-04-08,2023,4,April,8,Saturday,2,wide exactly.,Shopping,7,548.17,Expense,0
2021-11-28,2021,11,November,28,Sunday,4,economic left sound cause activity.,Other,4,4718.0,Income,1
2024-11-25,2024,11,November,25,Monday,4,space moment travel these least.,Utilities,9,281.88,Expense,0
2020-03-03,2020,3,March,3,Tuesday,1,world enter.,Rent,5,1742.33,Expense,0
2021-11-21,2021,11,November,21,Sunday,4,image movie who debate.,Shopping,7,601.89,Expense,0
2020-11-10,2020,11,November,10,Tuesday,4,also hard expert popular.,Food & Drink,1,191.74,Expense,0
2020-07-20,2020,7,July,20,Monday,3,arrive society.,Entertainment,0,1348.86,Expense,0
2022-02-10,2022,2,February,10,Thursday,1,understand none.,Entertainment,0,492.49,Expense,0
2022-08-19,2022,8,August,19,Friday,3,exist theory.,Rent,5,1639.74,Expense,0
2022-11-14,2022,11,November,14,Monday,4,management game.,Health & Fitness,2,914.84,Expense,0
2023-08-27,2023,8,August,27,Sunday,3,discover body direction down.,Other,4,2815.0,Income,1
2024-07-27,2024,7,July,27,Saturday,3,build view.,Utilities,9,1711.45,Expense,0
2022-01-14,2022,1,January,14,Friday,1,later son almost.,Food & Drink,1,1149.41,Expense,0
2024-11-24,2024,11,November,24,Sunday,4,city offer financial data.,Travel,8,576.51,Expense,0
2022-09-03,2022,9,September,3,Saturday,3,good house only military.,Rent,5,240.98,Expense,0
2024-08-25,2024,8,August,25,Sunday,3,participant above.,Travel,8,686.53,Expense,0
2021-04-09,2021,4,April,9,Friday,2,radio product.,Food & Drink,1,1221.9,Expense,0
2021-01-29,2021,1,January,29,Friday,1,law read citizen.,Utilities,9,521.37,Expense,0
2021-06-28,2021,6,June,28,Monday,2,well left.,Rent,5,1020.3,Expense,0
2021-02-08,2021,2,February,8,Monday,1,while total spend.,Health & Fitness,2,189.7,Expense,0
2024-11-25,2024,11,November,25,Monday,4,red republican father party.,Salary,6,383.7,Expense,0
2022-09-05,2022,9,September,5,Monday,3,economic kind help low during.,Investment,3,685.0,Income,1
2023-10-13,2023,10,October,13,Friday,4,positive far time wide.,Other,4,656.0,Income,1
2021-06-02,2021,6,June,2,Wednesday,2,approach join stuff future.,Health & Fitness,2,1964.95,Expense,0
2021-12-09,2021,12,December,9,Thursday,4,democrat cost evidence third.,Health & Fitness,2,387.77,Expense,0
2022-02-05,2022,2,February,5,Saturday,1,dinner article hit mission whole.,Travel,8,582.7,Expense,0
2023-01-22,2023,1,January,22,Sunday,1,check purpose young.,Shopping,7,852.91,Expense,0
2024-11-30,2024,11,November,30,Saturday,4,project at risk.,Salary,6,1456.94,Expense,0
2024-01-19,2024,1,January,19,Friday,1,material produce station visit environmental.,Utilities,9,1012.75,Expense,0
2023-11-23,2023,11,November,23,Thursday,4,republican reduce sort individual trouble.,Travel,8,1673.06,Expense,0
2020-10-27,2020,10,October,27,Tuesday,4,daughter war.,Shopping,7,617.71,Expense,0
2022-06-12,2022,6,June,12,Sunday,2,boy generation.,Food & Drink,1,1009.41,Expense,0
2022-09-26,2022,9,September,26,Monday,3,gas contain interest industry sell.,Utilities,9,633.24,Expense,0
2023-04-16,2023,4,April,16,Sunday,2,toward child future low.,Food & Drink,1,1530.46,Expense,0
2023-08-05,2023,8,August,5,Saturday,3,center indeed recent.,Investment,3,2481.0,Income,1
2020-04-25,2020,4,April,25,Saturday,2,age cover foreign.,Entertainment,0,1750.23,Expense,0
2021-04-30,2021,4,April,30,Friday,2,help painting always.,Rent,5,25.38,Expense,0
2022-01-13,2022,1,January,13,Thursday,1,this manage her.,Utilities,9,1053.22,Expense,0
2023-05-02,2023,5,May,2,Tuesday,2,likely push.,Utilities,9,688.11,Expense,0
2020-10-08,2020,10,October,8,Thursday,4,news only no.,Salary,6,560.23,Expense,0
2023-11-18,2023,11,November,18,Saturday,4,step rate feeling rate.,Food & Drink,1,29.25,Expense,0
2022-08-28,2022,8,August,28,Sunday,3,pass range appear home player.,Health & Fitness,2,341.01,Expense,0
2021-11-16,2021,11,November,16,Tuesday,4,analysis discuss.,Investment,3,1902.0,Income,1
2022-08-21,2022,8,August,21,Sunday,3,brother according pressure reach firm.,Other,4,2482.0,Income,1
2022-04-10,2022,4,April,10,Sunday,2,anyone spend them system.,Health & Fitness,2,318.69,Expense,0
2020-05-16,2020,5,May,16,Saturday,2,write other wear through partner.,Rent,5,28.54,Expense,0
2024-07-07,2024,7,July,7,Sunday,3,thousand live land hard.,Food & Drink,1,1794.97,Expense,0
2024-01-19,2024,1,January,19,Friday,1,thing physical might.,Utilities,9,1962.86,Expense,0
2023-02-03,2023,2,February,3,Friday,1,you without every.,Shopping,7,456.79,Expense,0
2022-04-10,2022,4,April,10,Sunday,2,popular lead with.,Shopping,7,1648.49,Expense,0
2024-07-13,2024,7,July,13,Saturday,3,open million house enough.,Shopping,7,1048.87,Expense,0
2022-03-20,2022,3,March,20,Sunday,1,risk develop movement size.,Utilities,9,816.78,Expense,0
2023-06-21,2023,6,June,21,Wednesday,2,official success approach.,Salary,6,534.17,Expense,0
2024-09-05,2024,9,September,5,Thursday,3,talk thing rock ever summer.,Rent,5,1113.56,Expense,0
2023-08-30,2023,8,August,30,Wednesday,3,three certain.,Travel,8,1284.78,Expense,0
2020-12-14,2020,12,December,14,Monday,4,book toward.,Entertainment,0,1961.74,Expense,0
2022-06-20,2022,6,June,20,Monday,2,also available concern edge.,Food & Drink,1,196.07,Expense,0
2021-03-24,2021,3,March,24,Wednesday,1,property let.,Entertainment,0,833.49,Expense,0
2022-03-12,2022,3,March,12,Saturday,1,song difference part wall require.,Shopping,7,1655.71,Expense,0
2020-01-04,2020,1,January,4,Saturday,1,instead ahead despite measure ago.,Rent,5,1185.08,Expense,0
2020-01-18,2020,1,January,18,Saturday,1,by two bad fall pick.,Food & Drink,1,1520.03,Expense,0
2021-01-27,2021,1,January,27,Wednesday,1,american tell ball we side.,Other,4,3176.0,Income,1
2023-11-26,2023,11,November,26,Sunday,4,report agreement sport.,Food & Drink,1,1963.32,Expense,0
2023-03-05,2023,3,March,5,Sunday,1,coach family try ready.,Other,4,2638.0,Income,1
2024-11-25,2024,11,November,25,Monday,4,say explain.,Other,4,4209.0,Income,1
2020-10-10,2020,10,October,10,Saturday,4,suggest glass news.,Investment,3,946.0,Income,1
2024-06-02,2024,6,June,2,Sunday,2,dinner no main year size.,Utilities,9,759.55,Expense,0
2020-02-13,2020,2,February,13,Thursday,1,building different full open.,Salary,6,294.31,Expense,0
2024-11-17,2024,11,November,17,Sunday,4,with yes nothing.,Investment,3,500.0,Income,1
2023-06-10,2023,6,June,10,Saturday,2,mention light safe inside.,Salary,6,315.64,Expense,0
2022-08-31,2022,8,August,31,Wednesday,3,keep cut prevent sound.,Entertainment,0,897.1,Expense,0
2022-03-28,2022,3,March,28,Monday,1,throughout would century television congress.,Health & Fitness,2,165.42,Expense,0
2022-10-20,2022,10,October,20,Thursday,4,easy exist phone.,Salary,6,533.0,Expense,0
2022-10-13,2022,10,October,13,Thursday,4,cold billion as.,Salary,6,1097.24,Expense,0
2022-03-17,2022,3,March,17,Thursday,1,station however bill memory production.,Investment,3,4411.0,Income,1
2022-11-17,2022,11,November,17,Thursday,4,consider time economic high.,Health & Fitness,2,1701.71,Expense,0
2020-11-23,2020,11,November,23,Monday,4,way main difficult case.,Entertainment,0,541.44,Expense,0
2020-02-09,2020,2,February,9,Sunday,1,close month parent who up.,Entertainment,0,1827.14,Expense,0
2021-03-02,2021,3,March,2,Tuesday,1,kid industry.,Health & Fitness,2,130.49,Expense,0
2022-01-03,2022,1,January,3,Monday,1,program sport her.,Health & Fitness,2,333.38,Expense,0
2020-03-12,2020,3,March,12,Thursday,1,enter capital population.,Utilities,9,537.46,Expense,0
2020-06-10,2020,6,June,10,Wednesday,2,walk cup option store.,Health & Fitness,2,1562.43,Expense,0
2021-03-16,2021,3,March,16,Tuesday,1,imagine various there.,Other,4,4809.0,Income,1
2020-03-28,2020,3,March,28,Saturday,1,major town suffer begin.,Other,4,1080.0,Income,1
2022-09-21,2022,9,September,21,Wednesday,3,least ready activity decision ok.,Utilities,9,1629.34,Expense,0
2020-10-10,2020,10,October,10,Saturday,4,why outside.,Travel,8,462.69,Expense,0
2020-06-22,2020,6,June,22,Monday,2,edge building court.,Travel,8,86.13,Expense,0
2022-12-22,2022,12,December,22,Thursday,4,all politics.,Other,4,3511.0,Income,1
2022-11-26,2022,11,November,26,Saturday,4,plan foot cold.,Salary,6,42.4,Expense,0
2020-04-30,2020,4,April,30,Thursday,2,hair attorney professional.,Travel,8,1853.77,Expense,0
2024-08-11,2024,8,August,11,Sunday,3,a let.,Investment,3,1211.0,Income,1
2022-06-18,2022,6,June,18,Saturday,2,day stock.,Entertainment,0,1980.56,Expense,0
2020-03-11,2020,3,March,11,Wednesday,1,walk now often.,Rent,5,1956.19,Expense,0
2024-03-06,2024,3,March,6,Wednesday,1,college manage fund.,Rent,5,419.1,Expense,0
2021-10-24,2021,10,October,24,Sunday,4,scientist able teach.,Utilities,9,1227.78,Expense,0
2022-12-18,2022,12,December,18,Sunday,4,condition all blood.,Rent,5,1464.22,Expense,0
2023-09-13,2023,9,September,13,Wednesday,3,audience throw four allow international.,Travel,8,846.74,Expense,0
2024-03-28,2024,3,March,28,Thursday,1,state none production defense your.,Travel,8,1217.07,Expense,0
2022-09-15,2022,9,September,15,Thursday,3,strong student green.,Rent,5,1158.92,Expense,0
2021-11-07,2021,11,November,7,Sunday,4,player really act friend.,Travel,8,1693.41,Expense,0
2023-10-16,2023,10,October,16,Monday,4,sit short cultural.,Investment,3,661.0,Income,1
2022-02-10,2022,2,February,10,Thursday,1,test they there.,Entertainment,0,1279.51,Expense,0
2021-07-23,2021,7,July,23,Friday,3,draw bring health.,Salary,6,1395.18,Expense,0
2024-01-09,2024,1,January,9,Tuesday,1,wife pay good within fly.,Other,4,880.0,Income,1
2024-03-30,2024,3,March,30,Saturday,1,child ball store process.,Utilities,9,1496.04,Expense,0
2024-10-21,2024,10,October,21,Monday,4,meet seem population.,Health & Fitness,2,640.59,Expense,0
2023-05-02,2023,5,May,2,Tuesday,2,each author party full kitchen.,Food & Drink,1,670.15,Expense,0
2020-04-10,2020,4,April,10,Friday,2,together decide.,Other,4,3402.0,Income,1
2023-01-19,2023,1,January,19,Thursday,1,memory number occur behind leave.,Other,4,1081.0,Income,1
2020-05-28,2020,5,May,28,Thursday,2,task she.,Rent,5,1878.47,Expense,0
2022-04-22,2022,4,April,22,Friday,2,car risk.,Food & Drink,1,497.02,Expense,0
2022-06-01,2022,6,June,1,Wednesday,2,treatment relate positive.,Food & Drink,1,1052.65,Expense,0
2020-09-22,2020,9,September,22,Tuesday,3,begin deep police wife.,Travel,8,651.39,Expense,0
2020-12-20,2020,12,December,20,Sunday,4,and national spend.,Food & Drink,1,1447.66,Expense,0
2022-05-24,2022,5,May,24,Tuesday,2,my pm report set.,Salary,6,1525.64,Expense,0
2021-03-22,2021,3,March,22,Monday,1,foreign husband believe word local.,Travel,8,912.89,Expense,0
2021-10-16,2021,10,October,16,Saturday,4,camera sit environmental though.,Utilities,9,1589.46,Expense,0
2022-09-28,2022,9,September,28,Wednesday,3,result sound.,Shopping,7,842.3,Expense,0
2022-08-15,2022,8,August,15,Monday,3,range step painting concern.,Health & Fitness,2,758.35,Expense,0
2020-09-05,2020,9,September,5,Saturday,3,second full boy.,Travel,8,1155.84,Expense,0
2024-12-11,2024,12,December,11,Wednesday,4,remember carry.,Utilities,9,121.52,Expense,0
2020-06-14,2020,6,June,14,Sunday,2,whether player stock religious.,Other,4,3872.0,Income,1
2020-03-09,2020,3,March,9,Monday,1,security arm.,Rent,5,1858.91,Expense,0
2023-05-20,2023,5,May,20,Saturday,2,factor past language day theory.,Health & Fitness,2,898.79,Expense,0
2020-09-30,2020,9,September,30,Wednesday,3,focus chance.,Food & Drink,1,195.18,Expense,0
2022-10-04,2022,10,October,4,Tuesday,4,simple land bad party.,Investment,3,2306.0,Income,1
2020-03-23,2020,3,March,23,Monday,1,property never.,Investment,3,2385.0,Income,1
2021-11-26,2021,11,November,26,Friday,4,how any federal star.,Utilities,9,632.04,Expense,0
2023-10-11,2023,10,October,11,Wednesday,4,until choose wife national.,Health & Fitness,2,1502.73,Expense,0
2023-11-15,2023,11,November,15,Wednesday,4,face morning.,Health & Fitness,2,1605.18,Expense,0
2024-11-18,2024,11,November,18,Monday,4,board notice later thus.,Food & Drink,1,1378.66,Expense,0
2023-01-30,2023,1,January,30,Monday,1,affect test.,Rent,5,464.52,Expense,0
2020-09-06,2020,9,September,6,Sunday,3,senior difficult put.,Shopping,7,799.34,Expense,0
2020-07-21,2020,7,July,21,Tuesday,3,keep light fight.,Entertainment,0,303.23,Expense,0
2023-11-08,2023,11,November,8,Wednesday,4,fight nice less agree able.,Entertainment,0,1379.53,Expense,0
2020-05-11,2020,5,May,11,Monday,2,southern challenge animal.,Investment,3,825.0,Income,1
2024-01-16,2024,1,January,16,Tuesday,1,degree enter father of source.,Other,4,4696.0,Income,1
2020-06-10,2020,6,June,10,Wednesday,2,blue agent find.,Entertainment,0,1367.31,Expense,0
2021-11-21,2021,11,November,21,Sunday,4,choice clearly.,Other,4,2974.0,Income,1
2024-05-23,2024,5,May,23,Thursday,2,third rich hospital.,Health & Fitness,2,90.44,Expense,0
2021-08-16,2021,8,August,16,Monday,3,environment teach world quickly believe.,Investment,3,1349.0,Income,1
2020-08-16,2020,8,August,16,Sunday,3,within set region beyond.,Utilities,9,1961.64,Expense,0
2020-11-14,2020,11,November,14,Saturday,4,impact full our smile.,Shopping,7,673.28,Expense,0
2021-01-20,2021,1,January,20,Wednesday,1,check clearly follow remember generation.,Health & Fitness,2,445.82,Expense,0
2021-06-29,2021,6,June,29,Tuesday,2,myself so growth time.,Food & Drink,1,827.61,Expense,0
2022-07-20,2022,7,July,20,Wednesday,3,let member however.,Rent,5,192.13,Expense,0
2021-03-02,2021,3,March,2,Tuesday,1,lose modern return simple herself.,Entertainment,0,1712.35,Expense,0
2020-06-01,2020,6,June,1,Monday,2,base investment.,Food & Drink,1,193.67,Expense,0
2022-08-02,2022,8,August,2,Tuesday,3,claim street against amount of.,Salary,6,1191.67,Expense,0
2022-07-05,2022,7,July,5,Tuesday,3,fish late pattern.,Rent,5,687.78,Expense,0
2022-10-31,2022,10,October,31,Monday,4,expert movement reach man.,Utilities,9,654.07,Expense,0
2023-03-08,2023,3,March,8,Wednesday,1,before relationship plant.,Rent,5,319.27,Expense,0
2020-06-08,2020,6,June,8,Monday,2,current after charge.,Utilities,9,1095.72,Expense,0
2021-06-16,2021,6,June,16,Wednesday,2,inside machine baby.,Shopping,7,266.61,Expense,0
2020-05-03,2020,5,May,3,Sunday,2,i fast camera inside.,Salary,6,318.05,Expense,0
2024-06-23,2024,6,June,23,Sunday,2,agreement someone.,Utilities,9,1250.19,Expense,0
2023-10-05,2023,10,October,5,Thursday,4,machine wife show.,Investment,3,2353.0,Income,1
2024-07-26,2024,7,July,26,Friday,3,little result paper seven.,Other,4,2577.0,Income,1
2021-01-15,2021,1,January,15,Friday,1,level work candidate this.,Other,4,3440.0,Income,1
2024-03-06,2024,3,March,6,Wednesday,1,provide car throughout american.,Entertainment,0,1731.25,Expense,0
2024-01-25,2024,1,January,25,Thursday,1,magazine yard instead town.,Investment,3,934.0,Income,1
2022-07-02,2022,7,July,2,Saturday,3,central contain pattern education boy.,Entertainment,0,1137.72,Expense,0
2021-04-23,2021,4,April,23,Friday,2,five indicate chance heavy senior.,Health & Fitness,2,865.53,Expense,0
2020-11-01,2020,11,November,1,Sunday,4,member box.,Entertainment,0,856.03,Expense,0
2024-02-21,2024,2,February,21,Wednesday,1,book economic.,Health & Fitness,2,155.03,Expense,0
2020-12-10,2020,12,December,10,Thursday,4,apply maybe dog yes.,Shopping,7,686.35,Expense,0
2021-01-17,2021,1,January,17,Sunday,1,quite general there sister.,Food & Drink,1,1822.13,Expense,0
2020-06-21,2020,6,June,21,Sunday,2,position make society behavior.,Travel,8,708.78,Expense,0
2024-01-16,2024,1,January,16,Tuesday,1,wide cut player wind.,Travel,8,911.16,Expense,0
2022-05-02,2022,5,May,2,Monday,2,stuff next write.,Utilities,9,1255.73,Expense,0
2020-11-15,2020,11,November,15,Sunday,4,form newspaper.,Utilities,9,666.31,Expense,0
2023-08-30,2023,8,August,30,Wednesday,3,hold carry rest.,Travel,8,1315.68,Expense,0
2023-08-09,2023,8,August,9,Wednesday,3,really society live camera.,Travel,8,64.63,Expense,0
2020-04-29,2020,4,April,29,Wednesday,2,remember ability.,Utilities,9,764.16,Expense,0
2020-05-30,2020,5,May,30,Saturday,2,section national owner determine detail.,Utilities,9,551.97,Expense,0
2022-11-15,2022,11,November,15,Tuesday,4,your less social form.,Food & Drink,1,1739.13,Expense,0
2020-02-20,2020,2,February,20,Thursday,1,i fund.,Shopping,7,769.42,Expense,0
2023-09-04,2023,9,September,4,Monday,3,individual analysis.,Entertainment,0,692.9,Expense,0
2021-07-04,2021,7,July,4,Sunday,3,worker quality hundred sell whole.,Salary,6,475.67,Expense,0
2021-06-28,2021,6,June,28,Monday,2,available wrong look husband.,Investment,3,1856.0,Income,1
2022-08-18,2022,8,August,18,Thursday,3,international effort.,Entertainment,0,882.53,Expense,0
2022-06-12,2022,6,June,12,Sunday,2,either rich agency might.,Rent,5,1836.92,Expense,0
2023-01-19,2023,1,January,19,Thursday,1,enter threat economic.,Food & Drink,1,1973.9,Expense,0
2024-02-21,2024,2,February,21,Wednesday,1,able customer figure.,Travel,8,986.2,Expense,0
2023-01-24,2023,1,January,24,Tuesday,1,couple general pretty show.,Food & Drink,1,625.49,Expense,0
2023-06-22,2023,6,June,22,Thursday,2,live way two.,Rent,5,180.56,Expense,0
2020-05-06,2020,5,May,6,Wednesday,2,kid put memory soldier.,Utilities,9,123.19,Expense,0
2020-05-15,2020,5,May,15,Friday,2,true building card.,Travel,8,919.88,Expense,0
2022-10-28,2022,10,October,28,Friday,4,source kind hand.,Investment,3,2195.0,Income,1
2020-05-13,2020,5,May,13,Wednesday,2,hundred challenge reach throughout.,Health & Fitness,2,1870.07,Expense,0
2021-07-11,2021,7,July,11,Sunday,3,might necessary former.,Travel,8,904.15,Expense,0
2023-02-07,2023,2,February,7,Tuesday,1,minute question their rather.,Food & Drink,1,366.9,Expense,0
2022-05-05,2022,5,May,5,Thursday,2,medical nearly.,Shopping,7,822.44,Expense,0
2023-04-22,2023,4,April,22,Saturday,2,officer fine.,Entertainment,0,1675.03,Expense,0
2024-02-15,2024,2,February,15,Thursday,1,decision three trouble.,Investment,3,3590.0,Income,1
2021-06-20,2021,6,June,20,Sunday,2,career according.,Health & Fitness,2,1628.24,Expense,0
2022-08-17,2022,8,August,17,Wednesday,3,smile high open scientist.,Food & Drink,1,1906.48,Expense,0
2022-03-31,2022,3,March,31,Thursday,1,adult above safe.,Shopping,7,919.03,Expense,0
2023-09-28,2023,9,September,28,Thursday,3,indicate radio use.,Investment,3,1560.0,Income,1
2023-01-27,2023,1,January,27,Friday,1,age decade mrs data.,Food & Drink,1,676.67,Expense,0
2023-12-29,2023,12,December,29,Friday,4,question will him quickly.,Salary,6,1436.15,Expense,0
2021-05-12,2021,5,May,12,Wednesday,2,leave run goal cause.,Rent,5,797.58,Expense,0
2024-05-03,2024,5,May,3,Friday,2,listen against coach.,Food & Drink,1,1627.16,Expense,0
2023-02-26,2023,2,February,26,Sunday,1,if among save herself.,Investment,3,4757.0,Income,1
2024-12-09,2024,12,December,9,Monday,4,gas human create also.,Health & Fitness,2,169.64,Expense,0
2020-06-09,2020,6,June,9,Tuesday,2,paper white responsibility.,Other,4,826.0,Income,1
2022-02-17,2022,2,February,17,Thursday,1,feel season similar.,Food & Drink,1,1816.79,Expense,0
2024-11-13,2024,11,November,13,Wednesday,4,relationship your your.,Salary,6,1256.7,Expense,0
2022-05-14,2022,5,May,14,Saturday,2,save network item one under.,Entertainment,0,1874.95,Expense,0
2023-03-12,2023,3,March,12,Sunday,1,learn talk.,Utilities,9,191.51,Expense,0
2023-02-24,2023,2,February,24,Friday,1,development provide dark daughter.,Food & Drink,1,1945.39,Expense,0
2020-04-17,2020,4,April,17,Friday,2,see understand door class son.,Investment,3,996.0,Income,1
2020-12-22,2020,12,December,22,Tuesday,4,wonder long consider care.,Utilities,9,158.91,Expense,0
2022-08-24,2022,8,August,24,Wednesday,3,never effect fill general relationship.,Shopping,7,1091.85,Expense,0
2024-08-28,2024,8,August,28,Wednesday,3,view know develop after.,Food & Drink,1,969.12,Expense,0
2020-11-06,2020,11,November,6,Friday,4,concern significant.,Travel,8,883.92,Expense,0
2020-10-19,2020,10,October,19,Monday,4,anyone bank kitchen interest parent.,Travel,8,179.51,Expense,0
2020-07-28,2020,7,July,28,Tuesday,3,price my.,Health & Fitness,2,1900.58,Expense,0
2024-09-05,2024,9,September,5,Thursday,3,assume campaign assume.,Shopping,7,1350.66,Expense,0
2021-04-03,2021,4,April,3,Saturday,2,authority interest red must art.,Rent,5,706.73,Expense,0
2024-01-28,2024,1,January,28,Sunday,1,born same usually.,Entertainment,0,1487.4,Expense,0
2020-06-21,2020,6,June,21,Sunday,2,reality fill ok list.,Health & Fitness,2,1879.08,Expense,0
2023-11-26,2023,11,November,26,Sunday,4,stage threat our.,Utilities,9,234.98,Expense,0
2020-11-15,2020,11,November,15,Sunday,4,edge surface who.,Travel,8,1328.54,Expense,0
2024-10-21,2024,10,October,21,Monday,4,material less focus hear.,Travel,8,1214.72,Expense,0
2023-06-09,2023,6,June,9,Friday,2,line score whether.,Travel,8,1324.59,Expense,0
2020-01-25,2020,1,January,25,Saturday,1,have decide environment.,Rent,5,766.06,Expense,0
2021-07-04,2021,7,July,4,Sunday,3,action else.,Salary,6,1808.91,Expense,0
2023-01-16,2023,1,January,16,Monday,1,language however risk work.,Entertainment,0,1498.21,Expense,0
2022-06-04,2022,6,June,4,Saturday,2,evidence enough claim suffer.,Entertainment,0,145.26,Expense,0
2020-11-22,2020,11,November,22,Sunday,4,guy congress.,Salary,6,1254.56,Expense,0
2022-02-02,2022,2,February,2,Wednesday,1,property space.,Salary,6,640.91,Expense,0
2021-04-24,2021,4,April,24,Saturday,2,support feeling remain.,Salary,6,1058.6,Expense,0
2023-08-22,2023,8,August,22,Tuesday,3,bit appear.,Health & Fitness,2,923.41,Expense,0
2024-01-07,2024,1,January,7,Sunday,1,notice make.,Other,4,2266.0,Income,1
2021-12-13,2021,12,December,13,Monday,4,name machine tree maybe.,Health & Fitness,2,106.83,Expense,0
2024-04-11,2024,4,April,11,Thursday,2,control piece behavior message wind.,Rent,5,588.4,Expense,0
2022-11-05,2022,11,November,5,Saturday,4,house clear say hope.,Shopping,7,1838.35,Expense,0
2021-07-13,2021,7,July,13,Tuesday,3,relate day.,Shopping,7,115.98,Expense,0
2022-06-21,2022,6,June,21,Tuesday,2,start treat imagine later identify.,Salary,6,121.67,Expense,0
2024-08-14,2024,8,August,14,Wednesday,3,a value lot.,Shopping,7,712.72,Expense,0
2020-07-28,2020,7,July,28,Tuesday,3,already because education break significant.,Rent,5,918.36,Expense,0
2021-09-15,2021,9,September,15,Wednesday,3,goal defense security turn.,Other,4,4063.0,Income,1
2023-09-04,2023,9,September,4,Monday,3,list leg address into their.,Travel,8,1814.75,Expense,0
2022-07-13,2022,7,July,13,Wednesday,3,size republican political.,Travel,8,1569.26,Expense,0
2024-08-15,2024,8,August,15,Thursday,3,bed recognize store.,Health & Fitness,2,701.48,Expense,0
2022-06-30,2022,6,June,30,Thursday,2,above others.,Food & Drink,1,1923.32,Expense,0
2021-11-18,2021,11,November,18,Thursday,4,door end fire.,Travel,8,1305.75,Expense,0
2020-08-29,2020,8,August,29,Saturday,3,pm per question.,Salary,6,1342.22,Expense,0
2024-10-24,2024,10,October,24,Thursday,4,detail data tell.,Salary,6,833.84,Expense,0
2022-05-25,2022,5,May,25,Wednesday,2,there institution actually.,Entertainment,0,1485.09,Expense,0
2023-03-05,2023,3,March,5,Sunday,1,career including late condition opportunity.,Health & Fitness,2,910.99,Expense,0
2023-07-10,2023,7,July,10,Monday,3,since him four.,Health & Fitness,2,1714.68,Expense,0
2023-02-12,2023,2,February,12,Sunday,1,yet wish certain usually.,Food & Drink,1,744.15,Expense,0
2023-01-24,2023,1,January,24,Tuesday,1,drug entire involve.,Entertainment,0,125.23,Expense,0
2024-12-19,2024,12,December,19,Thursday,4,real know our any.,Rent,5,1047.07,Expense,0
2020-01-19,2020,1,January,19,Sunday,1,court attorney product significant world.,Other,4,3287.0,Income,1
2022-12-05,2022,12,December,5,Monday,4,recent couple cost girl run.,Entertainment,0,864.17,Expense,0
2022-04-22,2022,4,April,22,Friday,2,indeed opportunity.,Other,4,2419.0,Income,1
2023-11-21,2023,11,November,21,Tuesday,4,move goal.,Investment,3,3192.0,Income,1
2021-03-22,2021,3,March,22,Monday,1,responsibility add front.,Investment,3,1038.0,Income,1
2022-08-30,2022,8,August,30,Tuesday,3,he participant right.,Shopping,7,220.83,Expense,0
2022-07-04,2022,7,July,4,Monday,3,popular available public economy.,Rent,5,1006.58,Expense,0
2021-02-21,2021,2,February,21,Sunday,1,lead paper middle foreign party.,Utilities,9,783.41,Expense,0
2023-07-15,2023,7,July,15,Saturday,3,entire record toward off.,Salary,6,1148.33,Expense,0
2023-11-08,2023,11,November,8,Wednesday,4,strategy face make.,Utilities,9,88.42,Expense,0
2023-09-23,2023,9,September,23,Saturday,3,when baby clearly.,Other,4,2740.0,Income,1
2020-11-25,2020,11,November,25,Wednesday,4,product then.,Salary,6,251.64,Expense,0
2023-12-05,2023,12,December,5,Tuesday,4,goal talk sit party.,Health & Fitness,2,1043.01,Expense,0
2021-04-03,2021,4,April,3,Saturday,2,how staff.,Entertainment,0,317.91,Expense,0
2023-09-11,2023,9,September,11,Monday,3,car fast positive.,Utilities,9,594.63,Expense,0
2023-02-16,2023,2,February,16,Thursday,1,field seat start pm.,Entertainment,0,1467.6,Expense,0
2020-07-23,2020,7,July,23,Thursday,3,why like impact fly.,Rent,5,1559.06,Expense,0
